ANO,CODESC,TIPOESC,NOMESC,DRE,DIRETORIA,SUBPREF,CEU,ENDERECO,NUMERO,BAIRRO,CEP,TEL1,TEL2,FAX,SITUACAO,CDIST,DISTRITO,SETOR,CODSEE,CODINEP,EH,NOME_ANT,T2D3D,DTURNOS,LATITUDE,LONGITUDE,REDE,DATABASE,TOTCLA,TOTALU,TOTALU_COM_COMPAT
2019,306305,CR.P.CONV,CATARINA LABOURE,IP,IPIRANGA,IPIRANGA,,RUA CIPRIANO BARATA,2028,IPIRANGA,04205001,20632289,,20632289,Ativa,34,IPIRANGA,3402,0181024,35181024,,,2D,G,-23587584,-46605511,CON,30/6/2019,17,215,216
2019,306919,CR.P.CONV,IPIRANGA,IP,IPIRANGA,IPIRANGA,,RUA PAULO BARBOSA,197,IPIRANGA,04201080,38062744,,,Ativa,34,IPIRANGA,3402,0391918,35391918,,,2D,G,-23572296,-46605807,CON,30/6/2019,18,177,178
2019,307102,CR.P.CONV,SEMENTE DE ESPERANCA,IP,IPIRANGA,IPIRANGA,,RUA COLORADO,284,VILA CARIOCA,04225050,20619203,,,Ativa,34,IPIRANGA,3405,0433020,35433020,,,2D,G,-23601371,-46589524,CON,30/6/2019,8,109,109
2019,307901,CR.P.CONV,CRE-SER,IP,IPIRANGA,IPIRANGA,,RUA DO GRITO,122,IPIRANGA,04217000,20619191,974883960,,Ativa,34,IPIRANGA,3402,0489335,35489335,,,2D,G,-23599317,-46603751,CON,30/6/2019,8,100,100
2019,308003,CR.P.CONV,BRINCARTE,IP,IPIRANGA,IPIRANGA,,RUA MIRACATU,190,IPIRANGA,04278020,50612653,,,Ativa,34,IPIRANGA,3402,0497228,35497228,,,2D,G,-23600498,-46607161,CON,30/6/2019,15,159,159
2019,307990,CR.P.CONV,RUGRATS OS ANJINHOS II,IP,IPIRANGA,IPIRANGA,,AVENIDA DOM PEDRO I,328,VILA MONUMENTO,01552000,22725200,,,Ativa,34,IPIRANGA,3401,0496561,35496561,,,2D,G,-23568448,-46611763,CON,30/6/2019,11,120,120
2019,308349,CR.P.CONV,LUZ DO SABER,IP,IPIRANGA,IPIRANGA,,RUA CAPICHANÃ,358,VILA NAIR,04281110,50614517,50612864,,Ativa,34,IPIRANGA,3402,0578548,35578548,,,2D,G,-23607563,-46608397,CON,30/6/2019,7,70,70
2019,019534,EMEI,JOAQUIM ANTONIO DA ROCHA,IP,IPIRANGA,IPIRANGA,,RUA PROFESSOR JOSE OZI,S/N,CIDADE NOVA HELIOPOLIS,04230045,20618944,20638006,,Ativa,34,IPIRANGA,3405,0246116,35246116,162600000140000,COHAB HELIOPOLIS - L,2D,G,-23609678,-46581869,DIR,30/6/2019,5,156,156
2019,017981,EMEF,PERICLES EUGENIO DA SILVA RAMOS,IP,IPIRANGA,IPIRANGA,,RUA PROFESSOR JOSE OZI,62,CIDADE NOVA HELIOPOLIS,04230045,22725205,20690005,,Ativa,34,IPIRANGA,3405,0207895,35207895,162600000130000,CONJ. HABITACIONAL HELIOPOLIS,2D,MT,-23609311,-46582073,DIR,30/6/2019,20,489,501
2019,095061,EMEF,"FRANCISCO MEIRELLES, DES.",IP,IPIRANGA,IPIRANGA,,RUA CAMPANTE,357,VILA INDEPENDÊNCIA,04224010,22734477,,,Ativa,34,IPIRANGA,3405,0053430,35053430,162600000100000,"VILA CARIOCA, ESCOLA MISTA DE",2D,MTN,-23596989,-46592218,DIR,30/6/2019,31,880,882
2019,091910,EMEI,DELFINO AZEVEDO,IP,IPIRANGA,IPIRANGA,,PRACA PRIMEIRO DE OUTUBRO,30,VILA MONUMENTO,04261140,20631602,22733470,,Ativa,34,IPIRANGA,3403,0051822,35051822,162600000090000,PRACA 1 DE OUTUBRO - CAMBUCI,2D,MT,-23582629,-46613615,DIR,30/6/2019,6,161,162
2019,091928,EMEI,"MILTON IMPROTA, PROF.",IP,IPIRANGA,IPIRANGA,,PRACA PINHEIRO DA CUNHA,469,IPIRANGA,04275050,50617235,50615204,,Ativa,34,IPIRANGA,3403,0051861,35051861,162600000160000,VILA SAO JOSE - EMEI 64,2D,G,-23595474,-46615877,DIR,30/6/2019,3,92,92
2019,091936,EMEI,"MANUEL SOARES NEIVA, CEL.",IP,IPIRANGA,IPIRANGA,,PRACA COSMOPOLITA,9,VILA DOM PEDRO I,04277030,50622279,50622288,,Ativa,34,IPIRANGA,3403,0051809,35051809,162600000150000,JARDIM COSMOPOLITA - EMEI 66,2D,MT,-23603635,-46612631,DIR,30/6/2019,6,178,182
2019,092002,EMEI,"ISABEL, PRINC.",IP,IPIRANGA,IPIRANGA,,RUA AMADIS,453,VILA INDEPENDÊNCIA,04221000,22732570,,,Ativa,34,IPIRANGA,3405,0051846,35051846,162600000120000,,2D,MT,-23595555,-46595454,DIR,30/6/2019,14,431,431
2019,092011,EMEI,"PEDRO I, D.",IP,IPIRANGA,IPIRANGA,,PRACA NAMI JAFET,305,IPIRANGA,04205050,22731980,22729211,,Ativa,34,IPIRANGA,3402,0051810,35051810,162600000170000,IPIRANGA - PI 2,2D,MT,-23580083,-46605766,DIR,30/6/2019,10,302,303
2019,501427,MOVA,UNAS UNIAO NUCLEOS ASS SOC DE HELIOPOLIS E SAO JOAO CLIMACO,IP,IPIRANGA,IPIRANGA,,RUA COMANDANTE TAYLOR,1347,IPIRANGA,04218000,,,,Ativa,34,IPIRANGA,3405,,,,UNAS UNIAO NUCLEOS ASS SOC DE HELIOPOLIS E SA,2D,N,-23601178,-46595882,CON,30/6/2019,2,20,
2019,501556,MOVA,UNAS UNIAO NUCLEOS ASS MORADORES HELIOPOLIS E S JOAO CLIMACO,IP,IPIRANGA,IPIRANGA,,RUA DAS JUNTAS PROVISÓRIAS,1632,IPIRANGA,04214010,,,,Ativa,34,IPIRANGA,3402,,,,UNAS UNIAO NUCLEOS ASS MORADORES HELIOPOLIS E,2D,N,-23596884,-46597472,CON,30/6/2019,2,21,
2019,600002,ESP CONV,ADEFAV-CENTRO DE RECURSOS EM DEFICIENCIA MULTIPLA,IP,IPIRANGA,IPIRANGA,,RUA CLEMENTE PEREIRA,286,IPIRANGA,04216060,35719511,,,Ativa,34,IPIRANGA,3402,,,,ASSOCIACAO PARA DEFICIENTES DA AUDIO VISAO AD,2D,MT,-23598365,-46602522,CON,30/6/2019,8,34,
2019,400367,CEI INDIR,VILA CARIOCA,IP,IPIRANGA,IPIRANGA,,RUA ÁLVARO FRAGOSO,520,VILA INDEPENDÊNCIA,04223000,20688164,,,Ativa,34,IPIRANGA,3405,0181031,35181031,,HELENE LONDAHL,2D,G,-23596934,-46592225,CON,30/6/2019,16,181,181
2019,400368,CEI INDIR,"ISABEL, PRINCESA",IP,IPIRANGA,IPIRANGA,,RUA MACACHAS,293,VILA NAIR,04282000,50618704,50618952,,Ativa,34,IPIRANGA,3402,0181055,35181055,,,2D,G,-23606534,-46611856,CON,30/6/2019,9,112,112
2019,308756,CR.P.CONV,EDUCAR,IP,IPIRANGA,IPIRANGA,,AVENIDA DOM PEDRO I,824,VILA MONUMENTO,01552001,20632019,,,Ativa,34,IPIRANGA,3401,0004229,35004229,,,2D,G,-23572539,-46611187,CON,30/6/2019,14,160,160
2019,308873,CR.P.CONV,DOS ANJOS,IP,IPIRANGA,IPIRANGA,,RUA ÁLVARO DO VALE,528,IPIRANGA,04217010,25975951,,,Ativa,34,IPIRANGA,3405,0004752,35004752,,,2D,G,-23601970,-46592969,CON,30/6/2019,36,420,420
2019,400183,CEI DIRET,MONUMENTO,IP,IPIRANGA,IPIRANGA,,RUA LEAIS PAULISTANOS,22,IPIRANGA,04202010,22738924,22155478,,Ativa,34,IPIRANGA,3402,0238624,35238624,162600000110000,,2D,G,-23578816,-46609054,DIR,30/6/2019,6,68,68
2019,309297,CR.P.CONV,MENINA,IP,IPIRANGA,IPIRANGA,,AVENIDA DOM PEDRO I,479,VILA MONUMENTO,01552001,26400222,26400220,,Ativa,34,IPIRANGA,3402,0005985,35005985,,,2D,G,-23569510,-46610836,CON,30/6/2019,11,113,113
2019,309005,CR.P.CONV,TRANSFORMANDO VIDAS,IP,IPIRANGA,IPIRANGA,,RUA LEAIS PAULISTANOS,369,IPIRANGA,04202010,20615721,,,Ativa,34,IPIRANGA,3402,0004867,35004867,,,2D,G,-23578014,-46603963,CON,30/6/2019,11,113,114
2019,309240,CR.P.CONV,"ISABEL II, PRINCESA",IP,IPIRANGA,IPIRANGA,,RUA CAPÃO DO REGO,28,VILA NAIR,04280050,27766820,,,Ativa,34,IPIRANGA,3402,0005760,35005760,,,2D,G,-23604275,-46607151,CON,30/6/2019,13,90,91
2019,308493,CR.P.CONV,NOITE ENCANTADA VI,BT,BUTANTA,PINHEIROS,,RUA KANSAS,150,BROOKLIN PAULISTA,04558000,50967958,,,Ativa,35,ITAIM BIBI,3503,0584061,35584061,,,2D,G,-23608956,-46678182,CON,30/6/2019,7,85,85
2019,400370,CEI INDIR,SANTA TEREZA DE JESUS,BT,BUTANTA,PINHEIROS,,RUA COJUBA,159,ITAIM BIBI,04533040,31684578,,,Ativa,35,ITAIM BIBI,3501,0180361,35180361,,,2D,G,-23587210,-46685079,CON,30/6/2019,8,102,103
2019,400783,CEI INDIR,JARDIM EDITE,BT,BUTANTA,PINHEIROS,,RUA CHARLES COULOMB,30,CIDADE MONCOES,04576030,55053015,,,Ativa,35,ITAIM BIBI,3503,0483436,35483436,,,2D,G,-23612950,-46695209,CON,30/6/2019,16,161,161
2019,093165,EMEF,"JOSE DIAS DA SILVEIRA, DR.",BT,BUTANTA,PINHEIROS,,RUA ROQUE PETRELLA,1054,VILA CORDEIRO,04581051,55315005,,,Ativa,35,ITAIM BIBI,3504,0053405,35053405,162100000660000,,2D,MTG,-23615949,-46692310,DIR,30/6/2019,23,694,695
2019,093131,EMEF,"MARIA ANTONIETA D'ALKIMIN BASTO, PROFA.",BT,BUTANTA,PINHEIROS,,RUA CASA DO ATOR,207,VILA OLIMPIA,04546001,38464931,38498729,38498729,Ativa,35,ITAIM BIBI,3502,0053512,35053512,162100000680000,ESCOLA MISTA DE VILA OLIMPIA,2D,MT,-23600579,-46675819,DIR,30/6/2019,19,535,537
2019,090484,EMEI,"ISABEL COLOMBO, PROFA.",BT,BUTANTA,PINHEIROS,,AVENIDA PADRE ANTONIO JOSE DOS SANTOS,1511,CIDADE MONCOES,04563004,55063713,55067220,,Ativa,35,ITAIM BIBI,3503,0051767,35051767,162100000650000,MONCOES - PI 105,2D,G,-23606955,-46691255,DIR,30/6/2019,6,171,171
2019,090433,EMEI,TIDE SETUBAL,BT,BUTANTA,PINHEIROS,,RUA COJUBA,97,ITAIM BIBI,04533040,30784891,,30788743,Ativa,35,ITAIM BIBI,3501,0051913,35051913,162100000670000,ITAIM - PI 22,2D,G,-23586862,-46683957,DIR,30/6/2019,6,182,185
2019,306624,CR.P.CONV,CASA DE ISABEL C.E.I.,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA VALENTE DE NOVAIS,312,ITAIM PAULISTA,08120420,25629943,,,Ativa,36,ITAIM PAULISTA,3605,0195030,35195030,,,2D,G,-23500785,-46394880,CON,30/6/2019,7,88,90
2019,306524,CR.P.CONV,CRIANCA ESPERANCA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA MINHA CIDADE,100,ITAIM PAULISTA,08131060,25684522,25715128,,Ativa,36,ITAIM PAULISTA,3610,0128363,35128363,,,2D,G,-23502925,-46374912,CON,30/6/2019,6,64,64
2019,306701,CR.P.CONV,ESTRELA DO AMANHA,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA JOSÉ DE MORAES CABRAL,1025,JARDIM JARAGUÁ (ITAIM PAULISTA),08160200,25680320,,,Ativa,36,ITAIM PAULISTA,3608,0287301,35287301,,,2D,G,-23507929,-46402032,CON,30/6/2019,10,129,130
2019,306702,CR.P.CONV,GOLFINHO DOURADO I,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA CANCOES PRELUDIOS,26,JARDIM CAMARGO,08120170,20534602,,,Ativa,36,ITAIM PAULISTA,3605,0287313,35287313,,BEM VIVER,2D,G,-23504690,-46395956,CON,30/6/2019,5,60,60
2019,306760,CR.P.CONV,CRIANCA DO AMANHA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DESEMBARGADOR AUREO CERQUEIRA LEITE,191,CIDADE KEMEL,08130410,2572-6765,,,Ativa,36,ITAIM PAULISTA,3610,0296211,35296211,,,2D,G,-23501495,-46368672,CON,30/6/2019,5,67,67
2019,306655,CR.P.CONV,"ITAIM PAULISTA I, CRECHE PRE ESC",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOAO DE MACEDO RIBEIRO,91,VILA ITAIM,08111010,29632729,,,Ativa,36,ITAIM PAULISTA,3602,0268100,35268100,,,2D,G,-23488410,-46389874,CON,30/6/2019,20,336,336
2019,306653,CR.P.CONV,"ITAIM PAULISTA II, CRECHE PRE ESC",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ANTONIO JOAO DE MEDEIROS,1281,JARDIM TUA,08140060,29632627,,,Ativa,36,ITAIM PAULISTA,3608,0268112,35268112,,,2D,G,-23512793,-46395779,CON,30/6/2019,17,247,247
2019,306767,CR.P.CONV,ESTRELA AZUL,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ALTO JURUA,19,VILA PROGRESSO,08140310,25620825,,,Ativa,36,ITAIM PAULISTA,3608,0296569,35296569,,VITORINO,2D,G,-23508094,-46401834,CON,30/6/2019,14,174,174
2019,306788,CR.P.CONV,LAPIS DE COR,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA TIBURCIO DE SOUZA,1550,ITAIM,08140000,25696976,,,Ativa,36,ITAIM PAULISTA,3609,0303148,35303148,,HORIZONTE DOURADO,2D,G,-23510191,-46394478,CON,30/6/2019,13,151,152
2019,306913,CR.P.CONV,SONHO MAGICO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOÃO DE CASTILHO PINTO,88,ITAIM PAULISTA,08120370,3678-1378,,,Ativa,36,ITAIM PAULISTA,3605,0385585,35385585,,,2D,G,-23503747,-46394294,CON,30/6/2019,4,57,57
2019,306858,CR.P.CONV,CAMINHO DOURADO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA MANUEL BARBALHO DE LIMA,14,VILA SILVA TELES,08110330,21567888,,,Ativa,36,ITAIM PAULISTA,3603,0350126,35350126,,,2D,G,-23496564,-46406197,CON,30/6/2019,6,65,65
2019,307031,CR.P.CONV,CANTINHO ENCANTADO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA MIXIRA,197,JARDIM CAMARGO NOVO,08141530,21567205,,,Ativa,36,ITAIM PAULISTA,3605,0414426,35414426,,,2D,G,-23507541,-46388374,CON,30/6/2019,6,70,70
2019,307038,CR.P.CONV,CRIANCA DO AMANHA II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA THYRSO BURGOS LOPES,28,CIDADE KEMEL,08130050,25614698,,,Ativa,36,ITAIM PAULISTA,3610,0416976,35416976,,,2D,G,-23505678,-46366852,CON,30/6/2019,5,67,67
2019,306942,CR.P.CONV,MONTANHA DO SABER I,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA PIRACATINGA,37,JARDIM CAMARGO NOVO,08121430,21568507,,,Ativa,36,ITAIM PAULISTA,3606,0390616,35390616,,,2D,G,-23501986,-46383219,CON,30/6/2019,7,96,96
2019,306968,CR.P.CONV,ACONCHEGO DO BEBE,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ALFREDO MOREIRA PINTO,349,VILA SIMONE,08110220,,,,Ativa,36,ITAIM PAULISTA,3604,0417361,35417361,,,2D,G,-23501563,-46400339,CON,30/6/2019,25,376,379
2019,306970,CR.P.CONV,BERNARDO SANTANA,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA IPÊ ROXO,255,JARDIM JARAGUA ITAIM PAULISTA,08140200,,,,Ativa,36,ITAIM PAULISTA,3608,0417348,35417348,,,2D,G,-23507109,-46400647,CON,30/6/2019,12,130,130
2019,307150,CR.P.CONV,CONSTRUINDO O SABER,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA TIBÚRCIO DE SOUSA,1601,ITAIM PAULISTA,08140000,25618316,,,Ativa,36,ITAIM PAULISTA,3608,0434978,35434978,,SEMENTE DO AMANHA II,2D,G,-23510686,-46394450,CON,30/6/2019,15,190,191
2019,307127,CR.P.CONV,LUZ DA SABEDORIA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA FECHO DOS MORROS,300,JARDIM CAMARGO NOVO,08120230,25680859,,,Ativa,36,ITAIM PAULISTA,3605,0434528,35434528,,,2D,G,-23507069,-46394326,CON,30/6/2019,9,96,96
2019,307081,CEI INDIR,CANTINHO DA TIA ISAURA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA MOISÉS ALVES DOS SANTOS,1118,JARDIM DAS OLIVEIRAS,08111510,28199619,,,Ativa,36,ITAIM PAULISTA,3607,0430742,35430742,,,2D,G,-23485610,-46378049,CON,30/6/2019,14,158,158
2019,308022,CR.P.CONV,VITORIA II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOÃO BATISTA DE GODOY,1106,JARDIM DAS OLIVEIRAS,08111430,25693654,,,Ativa,36,ITAIM PAULISTA,3607,0499493,35499493,,,2D,G,-23497018,-46371125,CON,30/6/2019,13,181,181
2019,308051,CR.P.CONV,CANTINHO DE LUZ II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA VALDOMIRO GONZAGA SILVA,807,JARDIM DAS OLIVEIRAS,08111540,25710885,,,Ativa,36,ITAIM PAULISTA,3607,0563845,35563845,,,2D,G,-23491132,-46374200,CON,30/6/2019,11,132,132
2019,307975,CR.P.CONV,SONHO MAGICO II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DO CONVENTO,51,ITAIM PAULISTA,08120160,25662776,21561608,,Ativa,36,ITAIM PAULISTA,3605,0495612,35495612,,,2D,G,-23503884,-46395160,CON,30/6/2019,11,108,111
2019,307966,CR.P.CONV,CANTINHO DE LUZ,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA MANDAGUACU,78,ITAIM PAULISTA,08120410,20254197,,,Ativa,36,ITAIM PAULISTA,3605,0488215,35488215,,,2D,G,-23499879,-46395921,CON,30/6/2019,10,124,124
2019,307894,CR.P.CONV,ABC DA CRIANCA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DESEMBARGADOR CÍCERO DE TOLEDO PIZA,189,CIDADE KEMEL,08130040,25687876,,,Ativa,36,ITAIM PAULISTA,3610,0479559,35479559,,ABC SAO MIGUEL,2D,G,-23511095,-46368086,CON,30/6/2019,15,186,186
2019,308343,CR.P.CONV,CRIANCA DA GENTE,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DESEMBARGADOR FRANCISCO DE PAULA CRUZ NETTO,37,CIDADE KEMEL,08130440,25679667,,,Ativa,36,ITAIM PAULISTA,3610,0577753,35577753,,,2D,G,-23503169,-46367519,CON,30/6/2019,9,98,98
2019,308344,CR.P.CONV,CRIANCA FELIZ,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA BENTO GIL DE OLIVEIRA,341,JARDIM CAMARGO NOVO,08121190,25668181,,,Ativa,36,ITAIM PAULISTA,3606,0577790,35577790,,,2D,G,-23504257,-46386942,CON,30/6/2019,7,73,73
2019,308291,CR.P.CONV,APRENDER FAZENDO ARTE,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA KEMEL ADDAS,763,CIDADE KEMEL,08130485,985910067,25673381,,Ativa,36,ITAIM PAULISTA,3610,0577121,35577121,,ESPACO FELIZ,2D,G,-23507632,-46366217,CON,30/6/2019,6,89,89
2019,308296,CR.P.CONV,AURORA,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA CÓRREGO TIJUCO PRETO,19,JARDIM DAS OLIVEIRAS,08122000,25688785,,,Ativa,36,ITAIM PAULISTA,3606,0577170,35577170,,,2D,G,-23493754,-46386164,CON,30/6/2019,9,110,110
2019,308286,CR.P.CONV,ALPS,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA BARÃO DE ALAGOAS,220,ITAIM PAULISTA,08120000,25664520,,,Ativa,36,ITAIM PAULISTA,3605,0576992,35576992,,,2D,G,-23498264,-46396239,CON,30/6/2019,5,67,67
2019,308175,CR.P.CONV,ESPACO KAIROS II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA IVAMPA DUARTE LISBOA,120,JARDIM DAS OLIVEIRAS,08111170,25714031,,,Ativa,36,ITAIM PAULISTA,3607,0565969,35565969,,,2D,G,-23491614,-46381035,CON,30/6/2019,8,110,110
2019,308186,CR.P.CONV,CANTINHO DO CEU II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA MANUEL DA SILVA RIO,143,JARDIM DAS OLIVEIRAS,08111250,2562-8059,,,Ativa,36,ITAIM PAULISTA,3607,0568041,35568041,,,2D,G,-23490703,-46379435,CON,30/6/2019,11,124,126
2019,308116,CR.P.CONV,VO ZEFINHA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA LAGO MANDIORÉ,110,JARDIM CAMARGO NOVO,08121490,25622503,,,Ativa,36,ITAIM PAULISTA,3606,0565349,35565349,,,2D,G,-23499826,-46381979,CON,30/6/2019,5,60,60
2019,308141,CR.P.CONV,PINGOS DO AMANHA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA CANCAO DOS OLHOS,129,VILA SIMONE,08110130,25623526,,,Ativa,36,ITAIM PAULISTA,3604,0565124,35565124,,,2D,G,-23502929,-46401919,CON,30/6/2019,7,79,79
2019,308133,CR.P.CONV,REVOLUCAO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA BAÍA DE SÃO MARCOS,39,JARDIM CAMARGO NOVO,08141470,34974454,,,Ativa,36,ITAIM PAULISTA,3605,0564936,35564936,,,2D,G,-23508011,-46394154,CON,30/6/2019,7,78,80
2019,308135,CR.P.CONV,TIO NINO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JORGE DOS SANTOS,181,JARDIM DAS OLIVEIRAS,08111120,25854575,,,Ativa,36,ITAIM PAULISTA,3607,0564941,35564941,,,2D,G,-23490824,-46385131,CON,30/6/2019,11,116,116
2019,308136,CR.P.CONV,CASTELO ENCANTADO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DOUTOR JOSÉ PEREIRA GOMES,79,JARDIM DAS OLIVEIRAS,08111310,,,,Ativa,36,ITAIM PAULISTA,3607,0565210,35565210,,,2D,G,-23491410,-46385888,CON,30/6/2019,12,136,136
2019,308155,CR.P.CONV,LILIANE SANTANA,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA DOUTOR DÉCIO DE TOLEDO LEITE,557,JARDIM DAS OLIVEIRAS,08111220,25726446,,,Ativa,36,ITAIM PAULISTA,3607,0565611,35565611,,,2D,G,-23489064,-46380689,CON,30/6/2019,20,262,264
2019,307246,CR.P.CONV,ESTACAO CRIANCA,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA DOUTOR DÉCIO DE TOLEDO LEITE,151,JARDIM DAS OLIVEIRAS,08111220,25696410,,,Ativa,36,ITAIM PAULISTA,3607,0442033,35442033,,,2D,G,-23488016,-46382071,CON,30/6/2019,9,120,122
2019,091219,EMEI,"ALBERTO MENDES JUNIOR, CAP.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA NOGUEIRA VIOTTI,452,ITAIM,08120300,25678404,,,Ativa,36,ITAIM PAULISTA,3605,0084300,35084300,163300000560000,JARDIM CAMARGO VELHO,2D,MT,-23504147,-46391825,DIR,30/6/2019,18,590,595
2019,091227,EMEI,OVIDIO DECROLY,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA PIRAMIUNA,95,JARDIM CAMARGO,08121430,29632541,,29632541,Ativa,36,ITAIM PAULISTA,3606,0052985,35052985,163300000680000,,2D,MT,-23501542,-46383145,DIR,30/6/2019,12,418,419
2019,097101,EMEI,"TANCREDO NEVES, PRES.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ANTONIO MARIA ESCUDERO RIVAS,287,CIDADE KEMEL,08130090,29633405,,29638629,Ativa,36,ITAIM PAULISTA,3610,0092666,35092666,163300000730000,CIDADE KEMEL,2D,MT,-23507864,-46369488,DIR,30/6/2019,12,381,385
2019,097713,EMEF,"JOSE PEDRO LEITE CORDEIRO, DR.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DESEMBARGADOR FERNANDO DE ALBUQUERQUE PRADO,250,CIDADE KEMEL,08130110,25677752,,29633402,Ativa,36,ITAIM PAULISTA,3610,0094785,35094785,163300000660000,CIDADE KEMEL,2D,MTN,-23508148,-46370038,DIR,30/6/2019,38,1162,1163
2019,093912,EMEF,"CARLOS PASQUALE, PROF.",MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA BARAO DE ALAGOAS,223,ITAIM PAULISTA,08120000,25678429,,25678429,Ativa,36,ITAIM PAULISTA,3605,0055724,35055724,163300000570000,E.M. DO ITAIM II,2D,MTN,-23499103,-46395172,DIR,30/6/2019,52,1617,1617
2019,093921,EMEF,EZEQUIEL RAMOS JUNIOR,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOSE BORGES DO CANTO,18,JARDIM CAMARGO,08142010,29632626,25673420,,Ativa,36,ITAIM PAULISTA,3605,0055633,35055633,163300000600000,E.M. DO JARDIM CAMARGO,2D,MTNG,-23508198,-46392268,DIR,30/6/2019,41,1191,1193
2019,093939,EMEF,SUD MENNUCCI,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOÃO BISCIONE,200,JARDIM CAMARGO NOVO,08121700,25672416,,,Ativa,36,ITAIM PAULISTA,3606,0055657,35055657,163300000740000,JARDIM CAMARGO NOVO,2D,MTN,-23503707,-46381377,DIR,30/6/2019,48,1340,1340
2019,017655,EMEI,"SEBASTIANA DE ARRUDA CRUZ OLIVEIRA, PROFA.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA PAULO TAPAJÓS,210,ITAIM PAULISTA,08131360,29633452,,,Ativa,36,ITAIM PAULISTA,3610,0207780,35207780,163300000700000,,2D,MT,-23504764,-46375638,DIR,30/6/2019,14,477,490
2019,016993,EMEF,"VICENTE AMATO SOBRINHO, COM.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA VALDOMIRO GONZAGA SILVA,1233,JARDIM DAS OLIVEIRAS,08111540,36789665,,,Ativa,36,ITAIM PAULISTA,3607,0207779,35207779,163300000770000,JARDIM DAS OLIVEIRAS,2D,MT,-23494133,-46371594,DIR,30/6/2019,32,998,998
2019,010405,EMEF,"NILDO DO AMARAL JUNIOR, PE.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ANTONIO JOAO DE MEDEIROS,1901,JARDIM CAMARGO VELHO,08140060,25674538,29638497,,Ativa,36,ITAIM PAULISTA,3608,0068688,35068688,163300000710000,CONJ. HABITACIONAL ITAIM,2D,MT,-23515209,-46393933,DIR,30/6/2019,15,419,420
2019,019225,EMEF,"WANDA OVIDIO GONCALVES, PROFA.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ARISTIDES DE BASILE,18,JARDIM DAS OLIVEIRAS,08111730,25691251,25691250,,Ativa,36,ITAIM PAULISTA,3602,0271159,35271159,163300000790000,COHAB TEXIMA,2D,MT,-23489368,-46386056,DIR,30/6/2019,28,797,797
2019,019226,CEU EMEF,MARIA CLARA MACHADO,MP,SAO MIGUEL,ITAIM PAULISTA,PARQUE VEREDAS,RUA DANIEL MULLER,347,CHÁCARA DONA OLÍVIA,08141290,2563-6231,,,Ativa,36,ITAIM PAULISTA,3609,0271160,35271160,163300001340200,FAZENDA ITAIM,2D,MTN,-23513365,-46389651,DIR,30/6/2019,31,1003,1003
